Age,Attrition,Attrition_num,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime
20,Yes,1,Travel_Rarely,1362,Research & Development,10,1,Medical,Male,Research Scientist,3,Single,1009,Yes
33,Yes,1,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,Male,Research Scientist,1,Single,3348,Yes
35,No,0,Non-Travel,727,Research & Development,3,3,Life Sciences,Male,Laboratory Technician,3,Married,1281,No
23,No,0,Travel_Rarely,885,Research & Development,4,3,Medical,Male,Research Scientist,1,Married,2819,No
25,No,0,Travel_Rarely,810,Sales,8,3,Life Sciences,Male,Sales Executive,2,Married,4851,No
38,No,0,Travel_Rarely,243,Sales,7,4,Marketing,Female,Sales Executive,4,Single,4028,No
29,No,0,Travel_Frequently,806,Research & Development,1,4,Life Sciences,Male,Research Scientist,4,Divorced,2720,No
48,No,0,Travel_Rarely,817,Sales,2,1,Marketing,Male,Sales Executive,2,Married,8120,No
27,No,0,Travel_Frequently,1410,Sales,3,1,Medical,Female,Sales Executive,4,Divorced,4647,Yes
37,No,0,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,Male,Research Scientist,4,Single,4680,No
50,No,0,Travel_Rarely,1207,Research & Development,28,1,Medical,Male,Laboratory Technician,3,Married,3221,Yes
34,No,0,Travel_Rarely,1442,Research & Development,9,3,Medical,Female,Healthcare Representative,2,Single,8621,No
24,Yes,1,Travel_Rarely,693,Sales,3,2,Life Sciences,Female,Sales Executive,3,Single,4577,No
39,No,0,Travel_Rarely,408,Research & Development,2,4,Technical Degree,Female,Healthcare Representative,3,Single,4553,No
32,No,0,Travel_Rarely,929,Sales,10,3,Marketing,Male,Sales Executive,4,Single,5396,No
50,Yes,1,Travel_Frequently,562,Sales,8,2,Technical Degree,Male,Sales Executive,3,Married,6796,Yes
38,No,0,Travel_Rarely,827,Research & Development,1,4,Life Sciences,Female,Healthcare Representative,4,Single,7625,No
27,No,0,Travel_Rarely,608,Research & Development,1,2,Life Sciences,Female,Manufacturing Director,1,Married,7412,No
32,No,0,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,Female,Research Director,4,Single,11159,No
47,No,0,Travel_Rarely,703,Sales,14,4,Marketing,Male,Sales Executive,1,Single,4960,No
40,No,0,Travel_Frequently,580,Sales,5,4,Life Sciences,Male,Sales Executive,1,Married,10475,Yes
53,No,0,Travel_Rarely,970,Research & Development,7,3,Life Sciences,Male,Research Director,3,Married,14814,No
41,No,0,Travel_Rarely,427,Human Resources,10,4,Human Resources,Male,Manager,4,Divorced,19141,No
60,No,0,Travel_Rarely,1179,Sales,16,4,Marketing,Male,Sales Executive,1,Single,5405,No
27,No,0,Travel_Frequently,294,Research & Development,10,2,Life Sciences,Male,Manufacturing Director,1,Divorced,8793,No
41,No,0,Travel_Rarely,314,Human Resources,1,3,Human Resources,Male,Manager,3,Married,19189,No
50,No,0,Travel_Rarely,316,Sales,8,4,Marketing,Male,Sales Representative,2,Married,3875,No
28,Yes,1,Travel_Rarely,654,Research & Development,1,2,Life Sciences,Female,Research Scientist,2,Single,2216,Yes
36,No,0,Non-Travel,427,Research & Development,8,3,Life Sciences,Female,Research Director,1,Married,11713,No
38,No,0,Travel_Rarely,168,Research & Development,1,3,Life Sciences,Female,Manufacturing Director,3,Single,7861,Yes
44,No,0,Non-Travel,381,Research & Development,24,3,Medical,Male,Laboratory Technician,3,Single,3708,No
47,No,0,Travel_Frequently,217,Sales,3,3,Medical,Female,Sales Executive,3,Divorced,13770,Yes
30,No,0,Travel_Rarely,501,Sales,27,5,Marketing,Male,Sales Executive,4,Divorced,5304,No
29,No,0,Travel_Rarely,1396,Sales,10,3,Life Sciences,Male,Sales Representative,3,Single,2642,No
42,Yes,1,Travel_Frequently,933,Research & Development,19,3,Medical,Male,Research Scientist,3,Divorced,2759,Yes
43,No,0,Travel_Frequently,775,Sales,15,3,Life Sciences,Male,Sales Executive,4,Married,6804,No
34,No,0,Travel_Rarely,970,Research & Development,8,2,Medical,Female,Healthcare Representative,3,Single,6142,No
23,No,0,Travel_Rarely,650,Research & Development,9,1,Medical,Male,Laboratory Technician,1,Married,2500,No
39,No,0,Travel_Rarely,141,Human Resources,3,3,Human Resources,Female,Human Resources,2,Married,6389,No
56,No,0,Travel_Rarely,832,Research & Development,9,3,Medical,Male,Healthcare Representative,4,Married,11103,No
40,No,0,Travel_Rarely,804,Research & Development,2,1,Medical,Female,Research Scientist,4,Single,2342,Yes
27,No,0,Travel_Rarely,975,Research & Development,7,3,Medical,Female,Healthcare Representative,1,Single,6811,No
29,No,0,Travel_Rarely,1090,Sales,10,3,Marketing,Male,Sales Representative,2,Divorced,2297,No
53,No,0,Travel_Rarely,346,Research & Development,6,3,Life Sciences,Male,Laboratory Technician,4,Single,2450,No
35,No,0,Non-Travel,1225,Research & Development,2,4,Life Sciences,Female,Healthcare Representative,1,Divorced,5093,No
32,No,0,Travel_Frequently,430,Research & Development,24,4,Life Sciences,Male,Laboratory Technician,4,Married,5309,No
38,No,0,Travel_Rarely,268,Research & Development,2,5,Medical,Male,Research Scientist,3,Married,3057,Yes
34,No,0,Travel_Rarely,167,Research & Development,8,5,Life Sciences,Female,Manufacturing Director,1,Divorced,5121,No
52,No,0,Travel_Rarely,621,Sales,3,4,Marketing,Male,Manager,1,Married,16856,No
33,Yes,1,Travel_Rarely,527,Research & Development,1,4,Other,Male,Research Scientist,4,Single,2686,Yes
25,No,0,Travel_Rarely,883,Sales,26,1,Medical,Female,Sales Executive,4,Single,6180,No
45,No,0,Travel_Rarely,954,Sales,2,2,Technical Degree,Male,Sales Representative,3,Single,6632,No
23,No,0,Travel_Rarely,310,Research & Development,10,1,Medical,Male,Research Scientist,3,Single,3505,No
47,Yes,1,Travel_Frequently,719,Sales,27,2,Life Sciences,Female,Sales Executive,3,Single,6397,Yes
34,No,0,Travel_Rarely,304,Sales,2,3,Other,Male,Sales Executive,4,Single,6274,No
55,Yes,1,Travel_Rarely,725,Research & Development,2,3,Medical,Male,Manager,1,Married,19859,Yes
36,No,0,Non-Travel,1434,Sales,8,4,Life Sciences,Male,Sales Executive,1,Single,7587,No
52,No,0,Non-Travel,715,Research & Development,19,4,Medical,Male,Research Scientist,4,Married,4258,No
26,No,0,Travel_Frequently,575,Research & Development,1,2,Life Sciences,Female,Laboratory Technician,4,Divorced,4364,No
29,No,0,Travel_Rarely,657,Research & Development,27,3,Medical,Female,Healthcare Representative,3,Married,4335,No
26,Yes,1,Travel_Rarely,1146,Sales,8,3,Technical Degree,Male,Sales Executive,1,Single,5326,No
34,No,0,Travel_Rarely,182,Research & Development,1,4,Life Sciences,Female,Research Scientist,4,Single,3280,No
54,No,0,Travel_Rarely,376,Research & Development,19,4,Medical,Female,Manufacturing Director,1,Divorced,5485,Yes
27,No,0,Travel_Frequently,829,Sales,8,1,Marketing,Male,Sales Executive,4,Married,4342,No
37,No,0,Travel_Rarely,571,Research & Development,10,1,Life Sciences,Female,Research Scientist,1,Divorced,2782,Yes
38,No,0,Travel_Frequently,240,Research & Development,2,4,Life Sciences,Female,Manufacturing Director,1,Single,5980,Yes
34,No,0,Travel_Rarely,121,Research & Development,2,4,Medical,Female,Research Scientist,1,Single,4381,No
35,No,0,Travel_Rarely,384,Sales,8,4,Life Sciences,Female,Sales Representative,4,Married,2572,No
30,No,0,Travel_Rarely,921,Research & Development,1,3,Life Sciences,Male,Laboratory Technician,3,Married,3833,No
40,No,0,Travel_Frequently,791,Research & Development,2,2,Medical,Female,Healthcare Representative,2,Married,4244,No
34,No,0,Travel_Rarely,1111,Sales,8,2,Life Sciences,Female,Sales Executive,1,Married,6500,No
42,No,0,Travel_Frequently,570,Research & Development,8,3,Life Sciences,Male,Manager,4,Divorced,18430,No
23,Yes,1,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,Male,Laboratory Technician,1,Married,1601,Yes
24,No,0,Non-Travel,1092,Research & Development,9,3,Life Sciences,Male,Laboratory Technician,2,Divorced,2694,No
52,No,0,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,Female,Laboratory Technician,3,Married,3149,No
50,No,0,Travel_Rarely,691,Research & Development,2,3,Medical,Male,Research Director,3,Married,17639,No
29,Yes,1,Travel_Rarely,805,Research & Development,1,2,Life Sciences,Female,Laboratory Technician,1,Married,2319,Yes
33,No,0,Travel_Rarely,213,Research & Development,7,3,Medical,Male,Research Director,3,Married,11691,No
33,Yes,1,Travel_Rarely,118,Sales,16,3,Marketing,Female,Sales Executive,1,Single,5324,No
47,No,0,Travel_Rarely,202,Research & Development,2,2,Other,Female,Manager,4,Married,16752,Yes
36,No,0,Travel_Rarely,676,Research & Development,1,3,Other,Female,Manufacturing Director,2,Married,5228,No
29,No,0,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,Male,Research Scientist,3,Married,2700,No
58,Yes,1,Travel_Rarely,286,Research & Development,2,4,Life Sciences,Male,Research Director,2,Single,19246,Yes
35,No,0,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,Female,Research Scientist,3,Single,2506,No
42,No,0,Travel_Rarely,932,Research & Development,1,2,Life Sciences,Female,Manufacturing Director,4,Married,6062,Yes
28,Yes,1,Travel_Rarely,890,Research & Development,2,4,Medical,Male,Research Scientist,3,Single,4382,No
36,No,0,Travel_Rarely,1041,Human Resources,13,3,Human Resources,Male,Human Resources,2,Married,2143,No
32,No,0,Travel_Rarely,859,Research & Development,4,3,Life Sciences,Female,Manufacturing Director,3,Married,6162,No
40,No,0,Travel_Frequently,720,Research & Development,16,4,Medical,Male,Laboratory Technician,3,Single,5094,No
30,No,0,Travel_Rarely,946,Research & Development,2,3,Medical,Female,Manufacturing Director,4,Single,6877,Yes
45,No,0,Travel_Rarely,252,Research & Development,2,3,Life Sciences,Female,Research Scientist,3,Single,2274,No
42,No,0,Travel_Rarely,933,Research & Development,29,3,Life Sciences,Male,Manufacturing Director,2,Married,4434,No
38,No,0,Travel_Frequently,471,Research & Development,12,3,Life Sciences,Male,Healthcare Representative,1,Divorced,6288,No
34,No,0,Travel_Frequently,702,Research & Development,16,4,Life Sciences,Female,Research Scientist,4,Single,2553,No
49,Yes,1,Travel_Rarely,1184,Sales,11,3,Marketing,Female,Sales Executive,4,Married,7654,No
55,Yes,1,Travel_Rarely,436,Sales,2,1,Medical,Male,Sales Executive,4,Single,5160,No
43,No,0,Travel_Rarely,589,Research & Development,14,2,Life Sciences,Male,Research Director,1,Married,17159,No
27,No,0,Travel_Rarely,269,Research & Development,5,1,Technical Degree,Male,Research Director,4,Divorced,12808,Yes
35,No,0,Travel_Rarely,950,Research & Development,7,3,Other,Male,Manufacturing Director,3,Single,10221,No
28,No,0,Travel_Rarely,760,Sales,2,4,Marketing,Female,Sales Executive,2,Married,4779,Yes
34,No,0,Travel_Rarely,829,Human Resources,3,2,Human Resources,Male,Human Resources,4,Married,3737,No
26,Yes,1,Travel_Frequently,887,Research & Development,5,2,Medical,Female,Research Scientist,3,Married,2366,Yes
27,No,0,Non-Travel,443,Research & Development,3,3,Medical,Male,Research Scientist,4,Married,1706,No
51,No,0,Travel_Rarely,1318,Sales,26,4,Marketing,Female,Manager,3,Married,16307,No
44,No,0,Travel_Rarely,625,Research & Development,4,3,Medical,Male,Healthcare Representative,2,Single,5933,No
25,No,0,Travel_Rarely,180,Research & Development,2,1,Medical,Male,Research Scientist,1,Single,3424,No
33,No,0,Travel_Rarely,586,Sales,1,3,Medical,Male,Sales Executive,1,Divorced,4037,No
35,No,0,Travel_Rarely,1343,Research & Development,27,1,Medical,Female,Research Scientist,1,Single,2559,No
36,No,0,Travel_Rarely,928,Sales,1,2,Life Sciences,Male,Sales Executive,4,Married,6201,Yes
32,No,0,Travel_Rarely,117,Sales,13,4,Life Sciences,Male,Sales Executive,4,Divorced,4403,No
30,No,0,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,Male,Research Scientist,4,Divorced,3761,No
53,No,0,Travel_Rarely,661,Sales,7,2,Marketing,Female,Sales Executive,4,Married,10934,Yes
45,No,0,Travel_Rarely,930,Sales,9,3,Marketing,Male,Sales Executive,1,Divorced,10761,Yes
32,No,0,Travel_Rarely,638,Research & Development,8,2,Medical,Female,Research Scientist,3,Married,5175,No
52,No,0,Travel_Frequently,890,Research & Development,25,4,Medical,Female,Manufacturing Director,4,Married,13826,No
37,No,0,Travel_Rarely,342,Sales,16,4,Marketing,Male,Sales Executive,3,Divorced,6334,No
28,No,0,Travel_Rarely,1169,Human Resources,8,2,Medical,Male,Human Resources,4,Divorced,4936,No
22,No,0,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,Male,Manufacturing Director,4,Married,4775,No
44,No,0,Travel_Rarely,986,Research & Development,8,4,Life Sciences,Male,Laboratory Technician,4,Married,2818,Yes
42,No,0,Travel_Frequently,1271,Research & Development,2,1,Medical,Male,Research Scientist,4,Single,2515,Yes
36,No,0,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,Male,Human Resources,1,Married,2342,No
25,No,0,Travel_Rarely,141,Sales,3,1,Other,Male,Sales Executive,1,Married,4194,Yes
35,No,0,Travel_Rarely,607,Research & Development,9,3,Life Sciences,Female,Manufacturing Director,3,Married,10685,Yes
35,Yes,1,Travel_Frequently,130,Research & Development,25,4,Life Sciences,Female,Research Scientist,2,Divorced,2022,Yes
32,No,0,Non-Travel,300,Research & Development,1,3,Life Sciences,Male,Laboratory Technician,4,Divorced,2314,No
25,No,0,Travel_Rarely,583,Sales,4,1,Marketing,Male,Sales Executive,1,Married,4256,No
49,No,0,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,Female,Research Scientist,1,Married,3580,No
24,No,0,Non-Travel,1269,Research & Development,4,1,Life Sciences,Male,Laboratory Technician,4,Married,3162,No
32,No,0,Travel_Frequently,379,Sales,5,2,Life Sciences,Male,Sales Executive,2,Married,6524,No
38,No,0,Travel_Rarely,395,Sales,9,3,Marketing,Male,Sales Representative,2,Married,2899,No
42,No,0,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,Female,Laboratory Technician,4,Married,5231,Yes
31,No,0,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,Male,Research Scientist,4,Married,2356,Yes
29,Yes,1,Travel_Rarely,341,Sales,1,3,Medical,Female,Sales Representative,3,Divorced,2800,Yes
53,No,0,Travel_Rarely,868,Sales,8,3,Marketing,Male,Sales Executive,4,Married,11836,No
35,No,0,Travel_Rarely,672,Research & Development,25,3,Technical Degree,Male,Manufacturing Director,2,Married,10903,No
37,No,0,Travel_Frequently,1231,Sales,21,2,Medical,Female,Sales Representative,4,Married,2973,No
53,No,0,Travel_Rarely,102,Research & Development,23,4,Life Sciences,Female,Research Director,4,Single,14275,No
43,No,0,Travel_Frequently,422,Research & Development,1,3,Life Sciences,Female,Healthcare Representative,4,Married,5562,No
47,No,0,Travel_Rarely,249,Sales,2,2,Marketing,Female,Sales Executive,4,Married,4537,Yes
37,No,0,Non-Travel,1252,Sales,19,2,Medical,Male,Sales Executive,2,Single,7642,Yes
50,No,0,Non-Travel,881,Research & Development,2,4,Life Sciences,Male,Manager,1,Divorced,17924,No
39,No,0,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,Female,Human Resources,4,Married,5204,No
33,No,0,Travel_Rarely,1075,Human Resources,3,2,Human Resources,Male,Human Resources,2,Divorced,2277,Yes
32,Yes,1,Travel_Rarely,374,Research & Development,25,4,Life Sciences,Male,Laboratory Technician,4,Single,2795,Yes
29,No,0,Travel_Rarely,1086,Research & Development,7,1,Medical,Female,Laboratory Technician,4,Divorced,2532,No
44,No,0,Travel_Rarely,661,Research & Development,9,2,Life Sciences,Male,Research Scientist,1,Married,2559,Yes
28,No,0,Travel_Rarely,821,Sales,5,4,Medical,Male,Sales Executive,4,Single,4908,No
58,Yes,1,Travel_Frequently,781,Research & Development,2,1,Life Sciences,Male,Laboratory Technician,4,Divorced,2380,Yes
43,No,0,Travel_Rarely,177,Research & Development,8,3,Life Sciences,Female,Manufacturing Director,2,Divorced,4765,No
20,Yes,1,Travel_Rarely,500,Sales,2,3,Medical,Female,Sales Representative,3,Single,2044,No
21,Yes,1,Travel_Rarely,1427,Research & Development,18,1,Other,Female,Research Scientist,4,Single,2693,No
36,No,0,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,Male,Healthcare Representative,4,Married,6586,Yes
47,No,0,Travel_Rarely,1454,Sales,2,4,Life Sciences,Female,Sales Representative,4,Single,3294,Yes
22,Yes,1,Travel_Rarely,617,Research & Development,3,1,Life Sciences,Female,Manufacturing Director,3,Married,4171,Yes
41,Yes,1,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,Female,Laboratory Technician,4,Divorced,2778,Yes
28,No,0,Travel_Rarely,995,Research & Development,9,3,Medical,Female,Research Scientist,3,Divorced,2377,No
39,Yes,1,Travel_Rarely,1122,Research & Development,6,3,Medical,Male,Laboratory Technician,1,Married,2404,Yes
27,No,0,Travel_Rarely,618,Research & Development,4,3,Life Sciences,Female,Research Scientist,3,Single,2318,No
34,No,0,Travel_Rarely,546,Research & Development,10,3,Life Sciences,Male,Laboratory Technician,2,Divorced,2008,No
42,No,0,Travel_Rarely,462,Sales,14,2,Medical,Female,Sales Executive,3,Single,6244,No
33,No,0,Travel_Rarely,1198,Research & Development,1,4,Other,Male,Research Scientist,1,Single,2799,Yes
58,No,0,Travel_Rarely,1272,Research & Development,5,3,Technical Degree,Female,Healthcare Representative,2,Divorced,10552,Yes
31,No,0,Travel_Rarely,154,Sales,7,4,Life Sciences,Male,Sales Representative,3,Married,2329,No
35,No,0,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,Female,Healthcare Representative,4,Married,4014,Yes
49,No,0,Travel_Rarely,527,Research & Development,8,2,Other,Female,Laboratory Technician,2,Married,7403,No
48,No,0,Travel_Rarely,1469,Research & Development,20,4,Medical,Male,Research Scientist,3,Married,2259,No
31,No,0,Non-Travel,1188,Sales,20,2,Marketing,Female,Sales Executive,3,Married,6932,No
36,No,0,Travel_Rarely,188,Research & Development,7,4,Other,Male,Research Scientist,4,Single,4678,No
38,No,0,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,Female,Research Director,1,Married,13582,No
32,No,0,Non-Travel,1184,Research & Development,1,3,Life Sciences,Female,Laboratory Technician,2,Married,2332,No
25,Yes,1,Travel_Rarely,867,Sales,19,2,Marketing,Male,Sales Representative,2,Married,2413,Yes
40,No,0,Travel_Rarely,658,Sales,10,4,Marketing,Male,Sales Executive,2,Divorced,9705,No
26,No,0,Travel_Frequently,1283,Sales,1,3,Medical,Male,Sales Executive,1,Single,4294,No
41,No,0,Travel_Rarely,263,Research & Development,6,3,Medical,Male,Laboratory Technician,1,Single,4721,Yes
36,No,0,Travel_Rarely,938,Research & Development,2,4,Medical,Male,Laboratory Technician,3,Single,2519,No
19,Yes,1,Travel_Rarely,419,Sales,21,3,Other,Male,Sales Representative,2,Single,2121,Yes
20,Yes,1,Travel_Rarely,129,Research & Development,4,3,Technical Degree,Male,Laboratory Technician,1,Single,2973,No
31,No,0,Travel_Rarely,616,Research & Development,12,3,Medical,Female,Healthcare Representative,4,Married,5855,Yes
40,No,0,Travel_Frequently,1469,Research & Development,9,4,Medical,Male,Research Scientist,2,Divorced,3617,Yes
32,No,0,Travel_Rarely,498,Research & Development,3,4,Medical,Female,Manufacturing Director,1,Married,6725,No
36,Yes,1,Travel_Rarely,530,Sales,3,1,Life Sciences,Male,Sales Executive,4,Married,10325,Yes
33,No,0,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,Female,Healthcare Representative,4,Single,6949,No
37,Yes,1,Travel_Rarely,625,Sales,1,4,Life Sciences,Male,Sales Executive,3,Married,10609,No
45,No,0,Non-Travel,805,Research & Development,4,2,Life Sciences,Male,Laboratory Technician,2,Married,4447,No
29,No,0,Travel_Frequently,1404,Sales,20,3,Technical Degree,Female,Sales Representative,4,Married,2157,No
35,No,0,Travel_Rarely,1219,Sales,18,3,Medical,Female,Sales Executive,3,Married,4601,No
52,No,0,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,Male,Manager,4,Married,17099,No
58,Yes,1,Travel_Rarely,289,Research & Development,2,3,Technical Degree,Male,Research Scientist,3,Single,2479,No
53,No,0,Travel_Rarely,1376,Sales,2,2,Medical,Male,Manager,3,Divorced,14852,No
30,No,0,Travel_Rarely,231,Sales,8,2,Other,Male,Sales Executive,3,Divorced,7264,No
38,No,0,Non-Travel,152,Sales,10,3,Technical Degree,Female,Sales Executive,4,Single,5666,Yes
35,No,0,Travel_Rarely,882,Sales,3,4,Life Sciences,Male,Sales Executive,4,Divorced,7823,No
39,No,0,Travel_Rarely,903,Sales,2,5,Life Sciences,Male,Sales Executive,3,Single,7880,No
40,Yes,1,Non-Travel,1479,Sales,24,3,Life Sciences,Female,Sales Executive,2,Single,13194,Yes
47,No,0,Travel_Frequently,1379,Research & Development,16,4,Medical,Male,Manufacturing Director,3,Divorced,5067,Yes
36,No,0,Non-Travel,1229,Sales,8,4,Technical Degree,Male,Sales Executive,4,Divorced,5079,No
31,Yes,1,Non-Travel,335,Research & Development,9,2,Medical,Male,Research Scientist,1,Single,2321,Yes
33,No,0,Non-Travel,722,Sales,17,3,Life Sciences,Male,Manager,3,Single,17444,No
29,Yes,1,Travel_Rarely,906,Research & Development,10,3,Life Sciences,Female,Research Scientist,1,Single,2404,Yes
33,No,0,Travel_Rarely,461,Research & Development,13,1,Life Sciences,Female,Research Scientist,4,Single,3452,No
45,No,0,Travel_Rarely,974,Research & Development,1,4,Medical,Female,Laboratory Technician,4,Divorced,2270,No
50,No,0,Travel_Rarely,1126,Research & Development,1,2,Medical,Male,Research Director,4,Divorced,17399,No
33,No,0,Travel_Frequently,827,Research & Development,1,4,Other,Female,Healthcare Representative,2,Married,5488,Yes
41,No,0,Travel_Frequently,840,Research & Development,9,3,Medical,Male,Research Director,3,Divorced,19419,No
27,No,0,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,Female,Laboratory Technician,2,Married,2811,No
45,No,0,Non-Travel,248,Research & Development,23,2,Life Sciences,Male,Laboratory Technician,1,Married,3633,Yes
47,No,0,Travel_Rarely,955,Sales,4,2,Life Sciences,Female,Sales Executive,4,Single,4163,Yes
30,Yes,1,Travel_Rarely,138,Research & Development,22,3,Life Sciences,Female,Research Scientist,3,Married,2132,Yes
50,No,0,Travel_Rarely,939,Research & Development,24,3,Life Sciences,Male,Manufacturing Director,3,Married,13973,Yes
38,No,0,Travel_Frequently,1391,Research & Development,10,1,Medical,Male,Research Scientist,3,Married,2684,No
46,No,0,Travel_Rarely,566,Research & Development,7,2,Medical,Male,Manufacturing Director,3,Divorced,10845,No
24,No,0,Travel_Rarely,1206,Research & Development,17,1,Medical,Female,Manufacturing Director,3,Divorced,4377,No
35,Yes,1,Travel_Rarely,622,Research & Development,14,4,Other,Male,Laboratory Technician,2,Divorced,3743,Yes
31,No,0,Travel_Frequently,853,Research & Development,1,1,Life Sciences,Female,Manufacturing Director,1,Married,4148,No
18,No,0,Non-Travel,287,Research & Development,5,2,Life Sciences,Male,Research Scientist,4,Single,1051,No
54,No,0,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,Female,Manufacturing Director,3,Married,10739,No
35,No,0,Travel_Rarely,583,Research & Development,25,4,Medical,Female,Healthcare Representative,3,Divorced,10388,Yes
30,No,0,Travel_Rarely,153,Research & Development,8,2,Life Sciences,Female,Research Director,1,Married,11416,Yes
20,Yes,1,Travel_Rarely,1097,Research & Development,11,3,Medical,Female,Research Scientist,1,Single,2600,Yes
30,Yes,1,Travel_Frequently,109,Research & Development,5,3,Medical,Female,Laboratory Technician,2,Single,2422,No
26,No,0,Travel_Rarely,1066,Research & Development,2,2,Medical,Male,Manufacturing Director,4,Married,5472,No
22,No,0,Travel_Rarely,217,Research & Development,8,1,Life Sciences,Male,Laboratory Technician,1,Married,2451,No
48,No,0,Travel_Rarely,277,Research & Development,6,3,Life Sciences,Male,Healthcare Representative,3,Single,4240,No
48,No,0,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,Male,Healthcare Representative,3,Single,10999,No
41,No,0,Travel_Rarely,549,Research & Development,7,2,Medical,Female,Manufacturing Director,3,Single,5003,No
39,No,0,Travel_Rarely,466,Research & Development,1,1,Life Sciences,Female,Manufacturing Director,4,Married,12742,No
27,No,0,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,Female,Manufacturing Director,4,Married,4227,No
35,No,0,Travel_Rarely,802,Research & Development,10,3,Other,Male,Laboratory Technician,4,Divorced,3917,No
42,No,0,Travel_Rarely,265,Sales,5,2,Marketing,Male,Manager,3,Married,18303,No
50,No,0,Travel_Rarely,804,Research & Development,9,3,Life Sciences,Male,Laboratory Technician,4,Married,2380,No
59,No,0,Travel_Rarely,715,Research & Development,2,3,Life Sciences,Female,Manufacturing Director,4,Single,13726,Yes
37,Yes,1,Travel_Rarely,1141,Research & Development,11,2,Medical,Female,Healthcare Representative,2,Married,4777,No
55,No,0,Travel_Frequently,135,Research & Development,18,4,Medical,Male,Healthcare Representative,2,Married,6385,Yes
41,No,0,Non-Travel,247,Research & Development,7,1,Life Sciences,Female,Research Director,3,Divorced,19973,No
38,No,0,Travel_Rarely,1035,Sales,3,4,Life Sciences,Male,Sales Executive,4,Single,6861,Yes
26,Yes,1,Non-Travel,265,Sales,29,2,Medical,Male,Sales Executive,1,Single,4969,No
52,Yes,1,Travel_Rarely,266,Sales,2,1,Marketing,Female,Manager,4,Married,19845,No
44,No,0,Travel_Rarely,1448,Sales,28,3,Medical,Female,Sales Executive,4,Married,13320,Yes
50,No,0,Non-Travel,145,Sales,1,3,Life Sciences,Female,Sales Executive,3,Married,6347,No
36,Yes,1,Travel_Rarely,885,Research & Development,16,4,Life Sciences,Female,Laboratory Technician,1,Single,2743,No
39,No,0,Travel_Frequently,945,Research & Development,22,3,Medical,Female,Manufacturing Director,1,Single,10880,Yes
33,No,0,Non-Travel,1038,Sales,8,1,Life Sciences,Female,Sales Representative,4,Single,2342,No
45,No,0,Travel_Rarely,1234,Sales,11,2,Life Sciences,Female,Manager,4,Married,17650,No
32,No,0,Non-Travel,1109,Research & Development,29,4,Medical,Female,Laboratory Technician,3,Single,4025,No
34,No,0,Travel_Rarely,216,Sales,1,4,Marketing,Male,Sales Executive,4,Divorced,9725,No
59,No,0,Travel_Rarely,1089,Sales,1,2,Technical Degree,Male,Manager,4,Married,11904,Yes
45,No,0,Travel_Rarely,788,Human Resources,24,4,Medical,Male,Human Resources,2,Single,2177,No
53,No,0,Travel_Frequently,124,Sales,2,3,Marketing,Female,Sales Executive,2,Married,7525,No
36,Yes,1,Travel_Rarely,660,Research & Development,15,3,Other,Male,Laboratory Technician,3,Divorced,4834,No
26,Yes,1,Travel_Frequently,342,Research & Development,2,3,Life Sciences,Male,Research Scientist,1,Married,2042,Yes
34,No,0,Travel_Rarely,1333,Sales,10,4,Life Sciences,Female,Sales Representative,3,Married,2220,Yes
28,No,0,Travel_Rarely,1144,Sales,10,1,Medical,Male,Sales Representative,2,Married,1052,No
38,No,0,Travel_Frequently,1186,Research & Development,3,4,Other,Male,Research Scientist,3,Married,2821,No
50,No,0,Travel_Rarely,1464,Research & Development,2,4,Medical,Male,Research Director,3,Married,19237,Yes
37,No,0,Travel_Rarely,124,Research & Development,3,3,Other,Female,Healthcare Representative,2,Single,4107,No
40,No,0,Travel_Rarely,300,Sales,26,3,Marketing,Male,Sales Executive,1,Married,8396,No
26,No,0,Travel_Frequently,921,Research & Development,1,1,Medical,Female,Research Scientist,3,Divorced,2007,No
46,No,0,Travel_Rarely,430,Research & Development,1,4,Medical,Male,Research Director,4,Divorced,19627,No
